,name,rating,reviews_count,description,city
2010,Fort Worth Stockyards,4.7,14595,Historic former livestock district,Fort Worth
2011,Fort Worth Water Gardens,4.7,11144,Water-focused urban park,Fort Worth
2012,Kimbell Art Museum,4.8,4223,Renowned art collection & building,Fort Worth
2013,Fort Worth Botanic Garden,4.7,7163,"Lavish landscape, roses & nature school",Fort Worth
2014,Modern Art Museum of Fort Worth,4.7,2460,Post-WWII works in a celebrated building,Fort Worth
2015,Amon Carter Museum of American Art,4.8,1198,Celebrated Western art destination,Fort Worth
2016,Fort Worth Museum of Science and History,4.5,3560,Child-friendly exhibits & IMAX films.,Fort Worth
2017,Texas Motor Speedway,4.7,6943,Massive stadium hosting many car races,Fort Worth
2018,Sid Richardson Museum,4.7,252,Historic paintings of the Wild West,Fort Worth
2019,Fort Worth Nature Center & Refuge,4.6,1436,"Buffalo, birds & hiking trails",Fort Worth
2020,Japanese Garden,4.7,3997,Serene garden with classic features,Fort Worth
2021,Bass Performance Hall,4.7,2176,nan,Fort Worth
2022,Log Cabin Village,4.7,552,Living museum depicts Texas pioneer life,Fort Worth
2023,Bureau of Engraving and Printing - Western Currency Facility,4.7,215,Paper money maker for the U.S. Treasury,Fort Worth
2024,Trinity Park,4.7,4700,Riverside green space with hiking trails,Fort Worth
2025,Sundance Square,4.6,12914,nan,Fort Worth
2026,SeaQuest Fort Worth,4.5,5334,Fancy aquarium with interactive exhibits,Fort Worth
2027,National Cowgirl Museum & Hall of Fame,4.6,393,Exhibits honoring heroines of the West,Fort Worth
2028,Fort Worth Stockyards Station,4.6,10601,Old West-themed area with shops & more,Fort Worth
2029,Vintage Flying Museum,4.7,275,Restored aircrafts & flight memorabilia,Fort Worth
2030,Billy Bob's Texas,4.5,7285,nan,Fort Worth
2031,Burger's Lake,4.6,2191,Park with a recreation lake & beaches,Fort Worth
2032,CR Smith Museum,4.6,253,Aviation museum with a focus on the '40s,Fort Worth
2033,Stockyards Museum,4.6,279,History of Ft. Worth's cattle industry,Fort Worth
2034,Coyote Drive-In (Fort Worth),4.6,4708,nan,Fort Worth
2035,Cowtown Segway ADVENTURES,4.9,213,nan,Fort Worth
2036,Forest Park Miniature Railroad,4.5,519,Miniature train ride between city parks,Fort Worth
2037,Six Flags Over Texas,4.3,33081,Huge amusement park with rides & shows,Fort Worth
2038,Cowtown Cycle Party,5.0,434,nan,Fort Worth
2039,Panther Island Pavilion,4.5,1479,nan,Fort Worth
2040,Texas Cowboy Hall of Fame,4.3,128,Showcase for Texan rodeo life,Fort Worth
2041,Fort Worth Aviation Museum,4.7,468,Aviation museum with military aircraft,Fort Worth
2042,Four Day Weekend- Fort Worth,4.7,444,nan,Fort Worth
2043,JFK Memorial,4.7,173,John f. kennedy,Fort Worth
2044,Texas Civil War Museum,4.7,555,Museum,Fort Worth
2045,AT&T Stadium,4.7,33739,Home turf of the Dallas Cowboys,Fort Worth
2046,Saint Patrick Cathedral,4.8,490,Late-19th-century Catholic cathedral,Fort Worth
2047,Cross-Eyed Moose,4.4,77,nan,Fort Worth
2048,White Elephant Saloon,4.5,1179,nan,Fort Worth
2049,Sundance Square,0.0,0,Shopping & Sundance Square Plaza events,Fort Worth
2050,Backwoods Paddle Sports,4.5,197,nan,Fort Worth
2051,Cowtown Coliseum,4.7,354,nan,Fort Worth
2052,Fort Worth Stockyards Stables and Horseback Riding,4.5,289,nan,Fort Worth
2053,Texas Christian University,4.5,445,nan,Fort Worth
2054,The Fort Worth Herd,4.7,280,nan,Fort Worth
2055,Acre Distilling Co.,4.9,230,nan,Fort Worth
2056,Rodeo Exchange,4.3,310,nan,Fort Worth
2057,Stockyards Championship Rodeo,4.6,2658,Cowman and equestrian,Fort Worth
2058,Airfield Falls Trailhead & Conservation Park,4.7,276,Park and nature,Fort Worth
2059,Ball-Eddleman-Mc Farland-House,4.4,20,"History, architecture, and museum",Fort Worth
2060,Cutting Edge Haunted House,4.2,2146,"Grisly, high-tech scares open in fall",Fort Worth
2061,River Legacy Parks,4.8,3406,Vast green space with a science center,Fort Worth
2062,Alley Cats Entertainment and Putt-Putt Golf Center,4.2,2766,nan,Fort Worth
2063,Fort Worth's Flatiron Building,4.8,12,nan,Fort Worth
2064,Marion Sansom Park,4.5,1649,"Scenic trails, lake views & a waterfall",Fort Worth
2065,Tarrant County Court,3.7,86,nan,Fort Worth
2066,"Downtown Fort Worth, Inc.",4.6,290,Neighborhood events & classes,Fort Worth
2067,Z Bonz Dog Park,4.7,1324,Park,Fort Worth
2068,Arcadia Trail Park,4.6,1127,Vast recreation area in scenic surrounds,Fort Worth
2069,Gateway Park,4.4,1300,Green site with dog park & sports fields,Fort Worth
2070,John Wayne: An American Experience,4.8,420,Museum,Fort Worth
2071,Grapevine Vintage Railroad,4.3,1167,Train rides on a 1920s-era coach,Fort Worth
2072,Tandy Hills Natural Area / Stratford Nature Area,4.4,418,Trails through a tranquil prairie,Fort Worth
2073,DFW Adventure Park,4.4,523,Extreme games from ATVs to ziplines,Fort Worth
2074,Botanical Research Institute of Texas,4.8,103,Garden,Fort Worth
2075,Burnett Park,4.5,395,Park,Fort Worth
2076,Urban Air Trampoline and Adventure Park,4.5,570,Amusement park,Fort Worth
2077,Fort Worth Museum of Science and History - Omni Theater,4.4,249,Educational films on an 8-story screen,Fort Worth
2078,Capp Smith Park,4.8,1055,Park on natural springs & a lake,Fort Worth
2079,Twin Points Park,4.6,1140,Park and lake,Fort Worth
2080,Dallas/Fort Worth International Airport,4.1,40264,nan,Fort Worth
2081,Cowtown Cattle Pen Maze,4.7,66,Old West-themed labyrinth,Fort Worth
2082,NRH2O Family Water Park,4.5,2834,"Rides, pools & a water playground",Fort Worth
2083,Play Street Museum - Ft. Worth,4.7,117,nan,Fort Worth
2084,Cattle Raisers Museum,4.6,9,History & science of the cattle industry,Fort Worth
2085,Fort Worth Livestock Exchange,4.6,90,nan,Fort Worth
2086,Randol Mill Park,4.5,1889,Outdoor area with pools & playgrounds,Fort Worth
2087,Hawaiian Falls Roanoke,4.3,2155,"Water park with slides, rides & more",Fort Worth
2088,National Multicultural Western Heritage Museum,4.3,38,Multicultural history of American West,Fort Worth
2089,The Bull Riding Hall of Fame,5.0,2,"Cowman, equestrian, and museum",Fort Worth
2090,Lake Worth,4.2,75,Lake and alligators,Fort Worth
2091,Trinity Park Drive,4.8,11,Engagement,Fort Worth
2092,The Golf Club at Champions Circle,4.0,188,Golf,Fort Worth
2093,Splash Dayz,4.3,577,Water park and park,Fort Worth
2094,Bear Creek Park,4.7,1176,nan,Fort Worth
2095,DFW Elite Toy Museum,4.6,35,Museum,Fort Worth
2096,Alice Walton Cowgirl Park,5.0,1,nan,Fort Worth
2097,Eagle Mountain Park,4.7,1178,Public park with hiking trails,Fort Worth
2098,Lone Star Park,4.5,3233,Live horse racing track &  concert venue,Fort Worth
2099,Cowtown Winery,4.0,106,Tasting room with occasional live music,Fort Worth
2100,Fort Worth Branch (Trinity Trails System),5.0,4,Hiking,Fort Worth
2101,Texas Star Golf Course,4.5,597,Par 71 golf course by Keith Foster,Fort Worth
2102,Ripley's Believe It or Not!,4.5,4063,Wax museum and museum,Fort Worth
2103,Noble Planetarium,4.3,17,Planetarium,Fort Worth
2104,River Legacy Nature Center,4.7,279,Nature center with exhibits & classes,Fort Worth
2105,Eagle Mountain Lake,4.8,757,"Lake, park, trail running, running, and nature",Fort Worth
2106,Safari Splash,0.0,0,"Zoo, water park, and park",Fort Worth
2107,iFLY Indoor Skydiving - Fort Worth,4.7,824,Parachuting and adventure,Fort Worth
2108,Wynwood Walls,4.7,37724,Outdoor museum with creative street art,Miami Beach
2109,Lincoln Road,4.5,42224,Stylish promenade for shopping & dining,Miami Beach
2110,Art Deco Welcome Center,4.6,4286,Miami's iconic Art Deco district,Miami Beach
2111,Vizcaya Museum & Gardens,4.7,10473,"Art, antiques & gardens on Biscayne Bay",Miami Beach
2112,South Pointe Park Pier,4.8,5220,"Scenic, seafront outdoor recreation spot",Miami Beach
2113,Bayside Marketplace,4.5,56578,Sizable center with shops & restaurants,Miami Beach
2114,Phillip & Patricia Frost Museum of Science,4.4,5901,"Interactive exhibits, classes & shows",Miami Beach
2115,P�rez Art Museum Miami,4.5,5579,Sleek venue showcasing global modern art,Miami Beach
2116,Bayfront Park,4.6,15841,Gathering place with a big fountain,Miami Beach
2117,Zoo Miami,4.5,16824,"Vast home to more than 2,000 animals",Miami Beach
2118,South Beach,0.0,0,Nightlife & Ocean Drive art deco hotels,Miami Beach
2119,Everglades National Park,4.6,11047,"Waterway Trail, gators & mangrove tours",Miami Beach
2120,Miami Children's Museum,4.5,2982,"56,500 sq. ft. of fun for kids",Miami Beach
2121,Lummus Park,4.6,19294,"Beach access, playground & fitness gear",Miami Beach
2122,Ocean Drive,4.7,385,Street lined with Art Deco buildings,Miami Beach
2123,Fairchild Tropical Botanic Garden,4.8,2246,Expansive park with a tram & events,Miami Beach
2124,Holocaust Memorial Miami Beach,4.8,2614,Outdoor museum with iconic statue & wall,Miami Beach
2125,Jungle Island,4.1,3491,Tropical attraction with exotic animals,Miami Beach
2126,Venetian Pool,4.4,3104,Historic swimming spot with waterfalls,Miami Beach
2127,1 Hotel South Beach,4.6,3475,nan,Miami Beach
2128,The Bass,4.3,627,Art & artifacts from ancient to modern,Miami Beach
2129,New World Center,4.7,146,Eminent music academy with an orchestra,Miami Beach
2130,Bill Baggs Cape Florida State Park,4.7,9294,"Sun, surf, sand on the bay & ocean",Miami Beach
2131,Miami Beach Botanical Garden,4.6,2418,Tropical getaway in the urban jungle,Miami Beach
2132,Coral Castle,4.4,3076,Outdoor sculptures carved from coral,Miami Beach
2133,Haulover Park,4.7,16105,Busy beachfront park with marina,Miami Beach
2134,Crandon Park,4.5,8895,"Beaches, carousel & a nature preserve",Miami Beach
2135,The Wolfsonian-Florida International University,4.6,549,Museum showcasing Industrial Age design,Miami Beach
2136,Deering Estate,4.7,1557,Sprawling historic site & preserve,Miami Beach
2137,Fontainebleau Miami Beach,4.2,11977,Luxe 1950s beachside hotel with clubbing,Miami Beach
2138,HistoryMiami Museum,4.6,804,Museum & tours documenting Miami history,Miami Beach
2139,Espa�ola Way,4.7,137,Vibrant dining & shopping street,Miami Beach
2140,World Erotic Art Museum,4.3,983,Erotic art from 300 BC to the present,Miami Beach
2141,The Ancient Spanish Monastery,4.6,1043,Reconstructed 12th-century cloisters,Miami Beach
2142,Seminole Hard Rock Hotel & Casino Hollywood,4.5,38548,Posh music-themed lodging with a casino,Miami Beach
2143,FTX Arena,4.7,17998,nan,Miami Beach
2144,North Beach Oceanside Park,4.6,3502,Beachside green space with a dog run,Miami Beach
2145,Nikki Beach Miami,4.3,5481,Swanky eatery & club on the beach,Miami Beach
2146,Dolphin Mall,4.6,52569,Sprawling mall with a theater & bowling,Miami Beach
2147,Monkey Jungle,4.2,1169,Zoological park hosting monkeys & more,Miami Beach
2148,Miami,0.0,0,"South Beach, art deco & Little Havana",Miami Beach
2149,Faena Theater,4.8,281,nan,Miami Beach
2150,Skyviews Miami Observation Wheel,4.7,1326,Private gondolas with skyline views,Miami Beach
2151,Flamingo Park,4.6,1818,Swimming pool & sports fields,Miami Beach
2152,South Pointe Beach,4.7,5881,Beach area with dog park & fishing pier,Miami Beach
2153,Collins Park,4.6,3197,Beachfront park amid entertainment,Miami Beach
2154,Freedom Tower at Miami Dade College,4.5,426,Monument to Cubans who fled Castro,Miami Beach
2155,Miami Beach Boardwalk,4.6,19,Beach,Miami Beach
2156,Little Havana,0.0,0,"Cuban cafes, art galleries & Calle Ocho",Miami Beach
2157,Time Out Market Miami,4.3,1927,nan,Miami Beach
2158,Mango's Tropical Cafe South Beach,4.2,3568,Restaurant/nightclub with Latin music,Miami Beach
2159,Institute of Contemporary Art,4.5,694,Sleek museum for cutting-edge works,Miami Beach
2160,Miami Design District,0.0,0,"Luxe shops, galleries & Fly�s Eye Dome",Miami Beach
2161,Calle Ocho Walk of Fame,4.5,6353,Sidewalk stars with Cuban pop names,Miami Beach
2162,Soundscape Park,4.6,879,Sleek city park with outdoor movie shows,Miami Beach
2163,Miami Beach Golf Club,4.6,708,Century-old course with tennis & dining,Miami Beach
2164,Allison Park,4.6,1882,Shorefront spot with turtle sculptures,Miami Beach
2165,Jewish Museum of Florida-FIU,4.5,334,Jewish experience in Florida since 1763,Miami Beach
2166,Cape Florida Lighthouse,4.8,2950,Historic lighthouse with guided tours,Miami Beach
2167,ZWF Miami,4.4,731,Venue for wildlife tours & interactions,Miami Beach
2168,Historic Virginia Key Beach Park,4.6,7890,Sandy beachfront & recreation area,Miami Beach
2169,Miami Seaquarium,3.7,13233,Popular attraction for sealife & shows,Miami Beach
2170,Museum of Contemporary Art,4.4,455,Collections of new & established artists,Miami Beach
2171,ARTECHOUSE Miami,4.2,771,Art and museum,Miami Beach
2172,ROMERO BRITTO Fine Art Gallery,4.5,271,Art,Miami Beach
2173,Espa�ola Way,4.6,475,nan,Miami Beach
2174,Lock & Load Miami: Machine Gun Experience & Range,4.7,666,Public shooting range & weapons museum,Miami Beach
2175,St. Patrick Catholic Church,4.8,672,Church,Miami Beach
2176,Museum of Illusions Miami,4.2,853,Photo-friendly tricks of perspective,Miami Beach
2177,Maurice Gibb Memorial Park,4.6,507,"Waterfront paths, palms & playgrounds",Miami Beach
2178,Oleta River State Park,4.6,5791,Verdant escape from big-city stress,Miami Beach
2179,Oolite Arts,4.6,50,Artists' studios open for viewing,Miami Beach
2180,Normandy Shores Golf Course,4.5,320,Golf,Miami Beach
2181,Marjory Stoneman Douglas Ocean Beach Park,4.6,444,Park with a playground & beach access,Miami Beach
2182,Collins Avenue,0.0,0,Notable road for shopping & famed hotels,Miami Beach
2183,Lincoln Road,4.6,212,Shopping and architecture,Miami Beach
2184,Miami Design Preservation League,4.4,49,Art deco and art,Miami Beach
2185,Miami City Ballet - Official Site,4.3,67,Acclaimed company founded in 1985,Miami Beach
2186,Jet ski Tours of Miami,4.3,260,nan,Miami Beach
2187,Art Basel,4.6,209,Art,Miami Beach
2188,Official Art Deco Walking Tour,5.0,3,Art deco,Miami Beach
2189,Superblue Miami,4.2,1274,Gallery with installations & digital art,Miami Beach
2190,"Salsa Mia | Sip, Savor & Salsa! Miami Dancing Lessons",4.7,80,Uptempo studio for salsa lessons,Miami Beach
2191,Cubaocho Museum & Performing Arts Center,4.4,821,"Cuban art, music & alcoholic drinks",Miami Beach
2192,Al Capone's Mansion,4.5,157,Home of the legendary 1920s gangster,Miami Beach
2193,Washington Avenue,5.0,14,Commercial hub with art deco buildings,Miami Beach
2194,Star Island,4.6,156,Tranquil isle sustained by solar power,Miami Beach
2195,"The Kampong, National Tropical Botanical Garden",4.6,314,Botanical garden with tropical fruit,Miami Beach
2196,Aqua Art,4.6,42,"Art, art exhibition, and modern art",Miami Beach
2197,Scope Miami Beach- art Fair,4.8,6,Art,Miami Beach
2198,Venetian Islands,4.5,25,Artificial island chain with a causeway,Miami Beach
2199,Miami Beach - South Beach,4.7,931,Busy shore lined with art deco buildings,Miami Beach
2200,Therapy - IV - Miami Deep Sea Fishing,4.6,167,nan,Miami Beach
2201,"The Espa�ola Way, Miami",4.6,47,nan,Miami Beach
2202,Venetian Causeway Bridge,4.7,377,Bridges connecting 11 manmade islands,Miami Beach
2203,Palm Island,4.7,110,Waterside park & Capone mansion,Miami Beach
2204,Hibiscus Island,4.7,71,nan,Miami Beach
2205,Miami Shores Country Club,4.5,1036,Upscale club with an 18-hole golf course,Miami Beach
2206,Art Deco Museum,4.0,35,Museum,Miami Beach
2207,South Pointe Beach,4.8,374,Beach,Miami Beach
2208,Hugh Taylor Birch State Park,4.6,4881,Tropical area with diverse wildlife,Fort Lauderdale
2209,Museum of Discovery and Science,4.5,5246,Science exhibits for all ages,Fort Lauderdale
2210,Bonnet House Museum & Gardens,4.6,1488,"Lush, historic & arty plantation home",Fort Lauderdale
2211,Historic Stranahan House Museum,4.5,466,Tour of 1901 trading post & residence,Fort Lauderdale
2212,Riverwalk Fort Lauderdale,4.5,659,Riverside park with museums & events,Fort Lauderdale
2213,NSU Art Museum Fort Lauderdale,4.4,897,Modern art from around the world,Fort Lauderdale
2214,East Las Olas Boulevard,4.7,131,Shopping district with boutiques & cafes,Fort Lauderdale
2215,Jungle Queen Riverboat,4.5,3453,Sightseeing river cruises & dinner,Fort Lauderdale
2216,Broward Center for the Performing Arts,4.7,4340,nan,Fort Lauderdale
2217,Las Olas Beach,4.7,10649,Popular shoreline with hotels & shops,Fort Lauderdale
2218,Flamingo Gardens,4.7,5477,"Native wildlife, rare plants on 80 acres",Fort Lauderdale
2219,Seminole Hard Rock Hotel & Casino Hollywood,4.5,38548,Posh music-themed lodging with a casino,Fort Lauderdale
2220,BlueFoot Pirate Adventures,4.9,1141,nan,Fort Lauderdale
2221,Butterfly World,4.6,5127,"Vivid, butterfly-filled botanical garden",Fort Lauderdale
2222,Invasive Species Brewing,4.8,534,nan,Fort Lauderdale
2223,Lauderdale Beach,0.0,0,Waterfront homes & Vista Park�s beach,Fort Lauderdale
2224,The Galleria at Fort Lauderdale,4.4,8016,nan,Fort Lauderdale
2225,Swap Shop & Thunderbird Drive-In Theater,4.2,15547,Veteran flea market with entertainment,Fort Lauderdale
2226,Everglades Holiday Park Airboat Tours and Rides,4.4,10605,nan,Fort Lauderdale
2227,Riverfront Gondola Tours,5.0,1009,nan,Fort Lauderdale
2228,International Swimming Hall of Fame Museum,4.4,287,Museum celebrating aquatic exploits,Fort Lauderdale
2229,Colee Hammock Park,4.8,638,Riverfront spot for picnics & fishing,Fort Lauderdale
2230,Xtreme Action Park,4.6,11195,nan,Fort Lauderdale
2231,Sawgrass Mills,4.6,55641,Supermarket-anchored shopping center,Fort Lauderdale
2232,"Fort Lauderdale Fire and Safety Museum, Inc.",4.3,29,Museum,Fort Lauderdale
2233,15th Street Fisheries,4.5,4446,nan,Fort Lauderdale
2234,Gulfstream Park Racing,4.4,5159,"Horse racing, gaming & shopping complex",Fort Lauderdale
2235,Las Olas Oceanside Park,4.7,254,nan,Fort Lauderdale
2236,Circle House Coffee,4.4,513,nan,Fort Lauderdale
2237,Naval Air Station Fort Lauderdale Museum,4.8,205,Free museum about naval aviation history,Fort Lauderdale
2238,Lauderdale-by-the-Sea,0.0,0,"Beach, snorkeling, scuba diving, coral reef, and fishing",Fort Lauderdale
2239,Sawgrass Recreation Park,4.4,4514,Airboat excursions & a reptile zoo,Fort Lauderdale
2240,Everglades National Park,4.6,11047,"Waterway Trail, gators & mangrove tours",Fort Lauderdale
2241,The Wreck Bar,4.3,350,nan,Fort Lauderdale
2242,Coral Ridge Mall,4.3,5781,nan,Fort Lauderdale
2243,The Parker,4.7,1350,nan,Fort Lauderdale
2244,FATVillage Arts District,4.6,97,nan,Fort Lauderdale
2245,Mai-Kai Restaurant and Polynesian Show,4.2,3575,nan,Fort Lauderdale
2246,Fort Lauderdale Beach,4.7,3705,Ocean access with water sports & cafes,Fort Lauderdale
2247,W Fort Lauderdale,4.2,3399,nan,Fort Lauderdale
2248,Original Fat Cats,4.4,920,nan,Fort Lauderdale
2249,Escape-topia,4.9,705,nan,Fort Lauderdale
2250,Fort Lauderdale Beach,4.8,65,Beach,Fort Lauderdale
2251,South Fort Lauderdale Beach Boulevard,0.0,0,nan,Fort Lauderdale
2252,Snyder Park,4.7,1973,Green space where dogs can roam free,Fort Lauderdale
2253,T.Y. (Topeekeegee Yugnee) Park,4.7,4957,"A water park, large field & RV camping",Fort Lauderdale
2254,Water Taxi Stop #5,4.4,103,nan,Fort Lauderdale
2255,Intimate Waterway Tours,4.9,76,nan,Fort Lauderdale
2256,Sebastian Street Beach,4.7,1083,"Easygoing, sandy beach with a playground",Fort Lauderdale
2257,Broward County Main Library,4.2,151,nan,Fort Lauderdale
2258,Hillsboro Inlet Lighthouse,4.7,618,Working lighthouse erected in 1907,Fort Lauderdale
2259,Secret Woods Nature Center,4.7,1255,Butterfly garden & reptile habitat,Fort Lauderdale
2260,Fort Lauderdale Historical Society,4.7,22,Group tours of historic buildings,Fort Lauderdale
2261,National Save-Sea Turtle,4.6,9,nan,Fort Lauderdale
2262,Esplanade Park,4.6,1327,Riverwalk gardens with regular events,Fort Lauderdale
2263,Fort Lauderdale Beachfront Condo,3.7,3,nan,Fort Lauderdale
2264,Flippo's Fort Lauderdale,4.0,568,"Sports, games, climbing & a snack menu",Fort Lauderdale
2265,Park & Ocean,4.6,816,"Rustic pick for burgers, salads & beers",Fort Lauderdale
2266,History Fort Lauderdale,4.6,140,Historic hotel maintained as a museum,Fort Lauderdale
2267,BILLIE SWAMP SAFARI,4.6,1553,Swamp tours with views of wildlife,Fort Lauderdale
2268,African-American Research Library and Cultural Center,4.6,117,nan,Fort Lauderdale
2269,Oakland Park Bridge,0.0,0,nan,Fort Lauderdale
2270,Thriller Miami Speedboat Adventures,4.7,2630,nan,Fort Lauderdale
2271,Hollywood Beach,0.0,0,Beachfront promenade & Charnow Park,Fort Lauderdale
2272,AutoNation� IMAX 3D Theater,4.6,935,Cinema chain specializing in 3D films,Fort Lauderdale
2273,Huizenga Plaza,4.5,755,Scenic riverfront park with a fountain,Fort Lauderdale
2274,Shark Valley Tram Tours,4.6,729,Alligator spotting on guided tram rides,Fort Lauderdale
2275,Stonewall National Museum & Archives,4.6,89,Exhibits & research on LGBT history,Fort Lauderdale
2276,Jet Ski Fort Lauderdale FL,4.7,579,nan,Fort Lauderdale
2277,Airboat In Everglades,4.6,520,Everglade cruises in alligator territory,Fort Lauderdale
2278,Loggerhead Park,4.7,563,Park,Fort Lauderdale
2279,George English Park,4.5,434,Urban recreation center & boat ramp,Fort Lauderdale
2280,Earl Lifshey Ocean Park,4.6,495,Public beach with outdoor showers,Fort Lauderdale
2281,North Fort Lauderdale Beach Boulevard,4.7,15,Oceanfront avenue with lodging & dining,Fort Lauderdale
2282,Blue Moon Outdoor Adventures - Fort Lauderdale,4.7,367,Kayaking,Fort Lauderdale
2283,Young At Art Museum,4.5,535,"Art programs & exhibits for kids, teens",Fort Lauderdale
2284,Riverwalk Water Trolley,4.5,207,Free & accessible river-bus service,Fort Lauderdale
2285,"Las Olas Paddle Boards, Boats & Kayaks",5.0,287,nan,Fort Lauderdale
2286,Richardson Historic Park & Nature Preserve,4.6,184,Park,Fort Lauderdale
2287,Mills Pond Park,4.5,296,Park,Fort Lauderdale
2288,Central Broward Park & Broward County Stadium (No longer site for COVID-19 testing or vaccinations),4.5,1973,"110 acres of fields, courts, playgrounds",Fort Lauderdale
2289,Fern Forest Nature Center,4.7,1508,Wilderness area with many habitats,Fort Lauderdale
2290,El Prado Park,4.7,1207,Compact park overlooking the sea,Fort Lauderdale
2291,Pompano Beach Fisher Family Pier,4.7,2749,"Angling spots, pelicans & ocean views",Fort Lauderdale
2292,Lauderdale-by-the-Sea Beach,4.8,512,Beach,Fort Lauderdale
2293,World AIDS MUSEUM and Educational Center,4.8,83,Museum,Fort Lauderdale
2294,Ocean Sky Hotel & Resort,3.8,2021,nan,Fort Lauderdale
2295,Miami Culinary Tours,5.0,3124,nan,Fort Lauderdale
2296,Playa las Olas,4.7,117,Beach,Fort Lauderdale
2297,Hollywood,0.0,0,Hollywood Beach & Hollywood Broadwalk,Fort Lauderdale
2298,Colohatchee Park and Dog Park,4.1,333,Boardwalk amid mangroves & river views,Fort Lauderdale
2299,B Ocean Resort Fort Lauderdale,3.8,4565,nan,Fort Lauderdale
2300,Dania Beach Pier,4.6,2380,Fishing pier with a seafood restaurant,Fort Lauderdale
2301,Everglades Nature Tours,4.7,224,nan,Fort Lauderdale
2302,Plantation Heritage Park,4.7,1624,Recreation spot with a lake & disc golf,Fort Lauderdale
2303,Anglin's Fishing Pier,4.1,1455,Destination for fishing & ocean views,Fort Lauderdale
2304,Canine Beach,5.0,3,Beach,Fort Lauderdale
2305,The Hemingway Home and Museum,4.6,11976,Former residence of famous author,Key West
2306,Southernmost Point of the Continental U.S.A.,4.5,31263,Southernmost spot in continental U.S.,Key West
2307,Truman Little White House,4.6,2665,Former winter White House with tours,Key West
2308,The Key West Butterfly and Nature Conservatory,4.8,5585,Tropical habitat for butterflies & birds,Key West
2309,Fort Zachary Taylor Historic State Park,4.6,9606,Beach recreation area with historic fort,Key West
2310,Key West Lighthouse,4.5,1987,Historical lighthouse open to tour,Key West
2311,Mel Fisher Maritime Museum,4.5,1481,Shipwreck treasures & relics on display,Key West
2312,Key West Aquarium,4.1,1956,Aquarium with tours & a touch tank,Key West
2313,Audubon House & Tropical Gardens,4.5,293,19th-century showcase for Audubon's art,Key West
2314,Sunset Celebration at Mallory Square,4.7,650,nan,Key West
2315,Fort Zachary Taylor Historic State Park Beach,4.6,3423,Popular swimming beach with rentals hut,Key West
2316,Key West Cemetery,4.6,120,Historic cross-cultural resting ground,Key West
2317,Duval Street,4.6,163,"Bustling strip of shops, dining & bars",Key West
2318,West Martello Tower and Key West Garden Club,4.8,257,Historic military lookout with gardens,Key West
2319,Dry Tortugas National Park,4.8,1372,Fort Jefferson & Windjammer dive site,Key West
2320,USCGC Ingham Maritime Museum,4.8,874,Historic Coast Guard vessel & memorial,Key West
2321,Key West Tours- Conch Tour Train,4.3,649,nan,Key West
2322,Key West Shipwreck Museum,4.3,739,Showcase of the area's maritime heritage,Key West
2323,Florida Keys Eco-Discovery Center,4.6,525,Interactive exhibits on marine ecology,Key West
2324,Blue Heaven,4.6,7739,nan,Key West
2325,Key West Tropical Forest & Botanical Garden,4.2,193,Lush habitat for Carribbean foliage,Key West
2326,Fort East Martello Museum,4.5,788,Exhibits in historic Civil War-era fort,Key West
2327,Sloppy Joe's,4.5,10727,Landmark bar with eats & live music,Key West
2328,Key West Seaplane Adventures,4.7,349,nan,Key West
2329,Key West Museum of Art & History at the Custom House,4.6,377,1800s landmark & history museum,Key West
2330,Old Town Trolley Tours Key West,4.4,762,nan,Key West
2331,Green Parrot Bar,4.6,3419,nan,Key West
2332,Pepe's Cafe,4.5,2488,nan,Key West
2333,Everglades National Park,4.6,11047,"Waterway Trail, gators & mangrove tours",Key West
2334,Yankee Freedom Dry Tortugas Ferry,4.7,1959,nan,Key West
2335,Key West First Legal Rum Distillery,4.7,590,Distillery with tours & mojito classes,Key West
2336,Smathers Beach,4.2,7156,All-ages space with outdoor activites,Key West
2337,Ghosts & Gravestones Tour Key West,4.1,453,nan,Key West
2338,Tropic Cinema,4.7,528,nan,Key West
2339,Nancy Forrester's Secret Garden,4.5,267,Quirky sanctuary for rescued parrots,Key West
2340,Louie's Backyard,4.5,1800,Venerable Caribbean-American restaurant,Key West
2341,Higgs Memorial Beach Park,4.2,4371,Beach & 1860 African slave burial site,Key West
2342,Mile Marker Zero,4.7,29,nan,Key West
2343,Key West Historic Seaport,4.8,234,nan,Key West
2344,Key Lime Bike Tours,4.9,189,nan,Key West
2345,Key West Ghost And Mysteries Tour,4.6,108,nan,Key West
2346,History of Diving Museum,4.8,839,Small spot with equipment & memorabilia,Key West
2347,Higgs Beach Dog Park,4.3,3451,Fenced-in area for off-leash activities,Key West
2348,Edward B. Knight Pier,4.7,772,Fishing and beach,Key West
2349,Truman Waterfront Park,4.7,609,Park,Key West
2350,The Basilica of St. Mary Star of the Sea,4.9,604,Historic church with a garden grotto,Key West
2351,Wyland Gallery of the Florida Keys,4.7,480,"Art gallery, painting, and art",Key West
2352,Simonton Beach,4.5,353,Beach,Key West
2353,Oldest House & Gardens Key West,4.5,173,Historical home with period antiques,Key West
2354,Schooner Appledore - Key West,4.9,449,nan,Key West
2355,Sails To Rails Museum at Flagler Station,4.4,179,Museum,Key West
2356,St. Paul's Episcopal Church,4.8,159,Vintage parish with notable windows,Key West
2357,"SunShine Scooters, Inc.",4.7,338,nan,Key West
